t,pitch_deg,removed,min_before,min_after,closest_removed
8.000,0.0000,0,2.1636,2.1636,inf
8.100,0.0000,0,2.1695,2.1695,inf
8.200,0.0000,0,2.1715,2.1715,inf
8.300,0.0000,0,2.1700,2.1700,inf
8.400,0.0000,0,2.1706,2.1706,inf
8.500,0.0000,0,2.1731,2.1731,inf
8.600,0.0000,0,2.1690,2.1690,inf
8.700,0.0000,0,2.1644,2.1644,inf
8.800,0.0000,0,2.1741,2.1741,inf
8.900,0.0000,0,2.1564,2.1564,inf
9.000,0.0000,0,2.1664,2.1664,inf
9.100,0.0000,0,2.1598,2.1598,inf
9.200,0.0000,0,2.1671,2.1671,inf
9.300,0.0000,0,2.1610,2.1610,inf
9.400,0.0000,0,2.1680,2.1680,inf
9.500,0.0000,0,2.1754,2.1754,inf
9.600,0.0000,0,2.1651,2.1651,inf
9.700,0.0000,0,2.1582,2.1582,inf
9.800,0.0000,0,2.1693,2.1693,inf
9.900,0.0000,0,2.1668,2.1668,inf
10.000,0.0000,0,2.1534,2.1534,inf
10.100,0.0000,0,2.1742,2.1742,inf
10.200,0.0000,0,2.1643,2.1643,inf
10.300,0.0000,0,2.1666,2.1666,inf
10.400,0.0000,0,2.1667,2.1667,inf
10.500,0.0000,0,2.1710,2.1710,inf
10.600,0.0000,0,2.1570,2.1570,inf
10.700,0.0000,0,2.1651,2.1651,inf
10.800,0.0000,0,2.1480,2.1480,inf
10.900,0.0000,0,2.1622,2.1622,inf
11.000,0.0000,0,2.1611,2.1611,inf
11.100,0.0000,0,2.1701,2.1701,inf
11.200,0.0000,0,2.1705,2.1705,inf
11.300,0.0000,0,2.1669,2.1669,inf
11.400,0.0000,0,2.1684,2.1684,inf
11.500,0.0000,0,2.1615,2.1615,inf
11.600,0.0000,0,2.1684,2.1684,inf
11.700,0.0000,0,2.1545,2.1545,inf
11.800,0.0000,0,2.1694,2.1694,inf
11.900,0.0000,0,2.1689,2.1689,inf
12.000,0.0000,0,2.1690,2.1690,inf
12.100,0.0000,0,2.1689,2.1689,inf
12.200,0.0000,0,2.1747,2.1747,inf
12.300,0.0000,0,2.1666,2.1666,inf
12.400,0.0000,0,2.1667,2.1667,inf
12.500,0.0000,0,2.1611,2.1611,inf
12.600,0.0000,0,2.1729,2.1729,inf
12.700,0.0000,0,2.1637,2.1637,inf
12.800,0.0000,0,2.1673,2.1673,inf
12.900,0.0000,0,2.1709,2.1709,inf
13.000,0.0000,0,2.1642,2.1642,inf
13.100,0.0000,0,2.1473,2.1473,inf
13.200,0.0000,0,2.1738,2.1738,inf
13.300,0.0000,0,2.1755,2.1755,inf
13.400,0.0000,0,2.1643,2.1643,inf
13.500,0.0000,0,2.1726,2.1726,inf
13.600,0.0000,0,2.1619,2.1619,inf
13.700,0.0000,0,2.1583,2.1583,inf
13.800,0.0000,0,2.1677,2.1677,inf
13.900,0.0000,0,2.1621,2.1621,inf
14.000,0.0000,0,2.1690,2.1690,inf
14.100,0.0000,0,2.1702,2.1702,inf
14.200,0.0000,0,2.1752,2.1752,inf
14.300,0.0000,0,2.1768,2.1768,inf
14.400,0.0000,0,2.1681,2.1681,inf
14.500,0.0000,0,2.1674,2.1674,inf
14.600,0.0000,0,2.1752,2.1752,inf
14.700,0.0000,0,2.1613,2.1613,inf
14.800,0.0000,0,2.1668,2.1668,inf
14.900,0.0000,0,2.1649,2.1649,inf
15.100,0.0000,0,2.1743,2.1743,inf
15.200,0.0000,0,2.1692,2.1692,inf
15.300,0.0000,0,2.1618,2.1618,inf
15.400,0.0000,0,2.1503,2.1503,inf
15.500,0.0000,0,2.1634,2.1634,inf
15.600,0.0000,0,2.1638,2.1638,inf
15.700,0.0000,0,2.1714,2.1714,inf
15.800,0.0000,0,2.1677,2.1677,inf
15.900,0.0000,0,2.1716,2.1716,inf
16.000,0.0000,0,2.1564,2.1564,inf
16.100,0.0000,0,2.1728,2.1728,inf
16.200,0.0000,0,2.1652,2.1652,inf
16.300,0.0000,0,2.1799,2.1799,inf
16.400,0.0000,0,2.1558,2.1558,inf
16.500,0.0000,0,2.1602,2.1602,inf
16.600,0.0000,0,2.1633,2.1633,inf
16.700,0.0000,0,2.1685,2.1685,inf
16.800,0.0000,0,2.1743,2.1743,inf
16.900,0.0000,0,2.1731,2.1731,inf
17.000,0.0000,0,2.1647,2.1647,inf
17.100,0.0000,0,2.1584,2.1584,inf
17.200,0.0000,0,2.1737,2.1737,inf
17.300,0.0000,0,2.1786,2.1786,inf
17.400,0.0000,0,2.1644,2.1644,inf
17.500,0.0000,0,2.1740,2.1740,inf
17.600,0.0000,0,2.1777,2.1777,inf
17.700,0.0000,0,2.1701,2.1701,inf
17.800,0.0000,0,2.1749,2.1749,inf
17.900,0.0000,0,2.1667,2.1667,inf
18.000,0.0000,0,2.1680,2.1680,inf
18.100,0.0000,0,2.1648,2.1648,inf
18.200,0.0000,0,2.1614,2.1614,inf
18.300,0.0000,0,2.1602,2.1602,inf
18.400,0.0000,0,2.1645,2.1645,inf
18.500,0.0000,0,2.1659,2.1659,inf
18.600,0.0000,0,2.1661,2.1661,inf
18.700,0.0000,0,2.1672,2.1672,inf
18.800,0.0000,0,2.1631,2.1631,inf
18.900,0.0000,0,2.1718,2.1718,inf
19.000,0.0000,0,2.1729,2.1729,inf
19.100,0.0000,0,2.1715,2.1715,inf
19.200,0.0000,0,2.1774,2.1774,inf
19.300,0.0000,0,2.1702,2.1702,inf
19.400,0.0000,0,2.1629,2.1629,inf
19.500,0.0000,0,2.1702,2.1702,inf
19.600,0.0000,0,2.1784,2.1784,inf
19.700,0.0000,0,2.1781,2.1781,inf
19.800,0.0000,0,2.1763,2.1763,inf
19.900,0.0000,0,2.1790,2.1790,inf
20.000,0.0000,0,2.1658,2.1658,inf
20.100,0.0000,0,2.1751,2.1751,inf
20.200,0.0000,0,2.1720,2.1720,inf
20.300,0.0000,0,2.1681,2.1681,inf
20.400,0.0000,0,2.1646,2.1646,inf
20.500,0.0000,0,2.1758,2.1758,inf
20.600,0.0000,0,2.1661,2.1661,inf
20.700,0.0000,0,2.1656,2.1656,inf
20.800,0.0000,0,2.1788,2.1788,inf
20.900,0.0000,0,2.1727,2.1727,inf
21.000,0.0000,0,2.1779,2.1779,inf
21.100,0.0000,0,2.1631,2.1631,inf
21.200,0.0000,0,2.1712,2.1712,inf
21.300,0.0000,0,2.1741,2.1741,inf
21.400,0.0000,0,2.1768,2.1768,inf
21.500,0.0000,0,2.1729,2.1729,inf
21.600,0.0000,0,2.1760,2.1760,inf
21.700,0.0000,0,2.1685,2.1685,inf
21.800,0.0000,0,2.1649,2.1649,inf
21.900,0.0000,0,2.1762,2.1762,inf
22.000,0.0000,0,2.1762,2.1762,inf
22.100,0.0000,0,2.1740,2.1740,inf
22.200,0.0000,0,2.1698,2.1698,inf
22.300,0.0000,0,2.1672,2.1672,inf
22.400,0.0000,0,2.1592,2.1592,inf
22.500,0.0000,0,2.1644,2.1644,inf
22.600,0.0000,0,2.1782,2.1782,inf
22.700,0.0000,0,2.1704,2.1704,inf
22.800,0.0000,0,2.1695,2.1695,inf
22.900,0.0000,0,2.1802,2.1802,inf
23.000,0.0000,0,2.1652,2.1652,inf
23.100,0.0000,0,2.1720,2.1720,inf
23.200,0.0000,0,2.1778,2.1778,inf
23.300,0.0000,0,2.1703,2.1703,inf
23.400,0.0000,0,2.1676,2.1676,inf
23.500,0.0000,0,2.1668,2.1668,inf
23.600,0.0000,0,2.1790,2.1790,inf
23.700,0.0000,0,2.1774,2.1774,inf
23.800,0.0000,0,2.1660,2.1660,inf
23.900,0.0000,0,2.1635,2.1635,inf
24.000,0.0000,0,2.1741,2.1741,inf
24.100,0.0000,0,2.1750,2.1750,inf
24.200,0.0000,0,2.1752,2.1752,inf
24.300,0.0000,0,2.1730,2.1730,inf
24.400,0.0000,0,2.1729,2.1729,inf
24.500,0.0000,0,2.1766,2.1766,inf
24.600,0.0000,0,2.1754,2.1754,inf
24.700,0.0000,0,2.1728,2.1728,inf
24.800,0.0000,0,2.1828,2.1828,inf
24.900,0.0000,0,2.1799,2.1799,inf
25.100,0.0000,0,2.1628,2.1628,inf
25.200,0.0000,0,2.1793,2.1793,inf
25.300,0.0000,0,2.1732,2.1732,inf
25.400,0.0000,0,2.1821,2.1821,inf
25.500,0.0000,0,2.1797,2.1797,inf
25.600,0.0000,0,2.1776,2.1776,inf
25.700,0.0000,0,2.1715,2.1715,inf
25.800,0.0000,0,2.1702,2.1702,inf
25.900,0.0000,0,2.1755,2.1755,inf
26.000,0.0000,0,2.1772,2.1772,inf
26.100,0.0000,0,2.1801,2.1801,inf
26.200,0.0000,0,2.1709,2.1709,inf
26.300,0.0000,0,2.1668,2.1668,inf
26.400,0.0000,0,2.1735,2.1735,inf
26.500,0.0000,0,2.1730,2.1730,inf
26.600,0.0000,0,2.1642,2.1642,inf
26.700,0.0000,0,2.1768,2.1768,inf
26.800,0.0000,0,2.1769,2.1769,inf
26.900,0.0000,0,2.1692,2.1692,inf
27.000,0.0000,0,2.1722,2.1722,inf
27.100,0.0000,0,2.1750,2.1750,inf
27.200,0.0000,0,2.1786,2.1786,inf
27.300,0.0000,0,2.1792,2.1792,inf
27.400,0.0000,0,2.1693,2.1693,inf
27.500,0.0000,0,2.1755,2.1755,inf
27.600,0.0000,0,2.1757,2.1757,inf
27.700,0.0000,0,2.1620,2.1620,inf
27.800,0.0000,0,2.1614,2.1614,inf
27.900,0.0000,0,2.1764,2.1764,inf
28.000,0.0000,0,2.1723,2.1723,inf
28.100,0.0000,0,2.1714,2.1714,inf
28.200,0.0000,0,2.1700,2.1700,inf
28.300,0.0000,0,2.1713,2.1713,inf
28.400,0.0000,0,2.1754,2.1754,inf
28.500,0.0000,0,2.1756,2.1756,inf
28.600,0.0000,0,2.1760,2.1760,inf
28.700,0.0000,0,2.1682,2.1682,inf
28.800,0.0000,0,2.1848,2.1848,inf
28.900,0.0000,0,2.1647,2.1647,inf
29.000,0.0000,0,2.1706,2.1706,inf
29.100,0.0000,0,2.1641,2.1641,inf
29.200,0.0000,0,2.1773,2.1773,inf
29.300,0.0000,0,2.1700,2.1700,inf
29.400,0.0000,0,2.1713,2.1713,inf
29.500,0.0000,0,2.1846,2.1846,inf
29.600,0.0000,0,2.1696,2.1696,inf
29.700,0.0000,0,2.1759,2.1759,inf
29.800,0.0000,0,2.1702,2.1702,inf
29.900,0.0000,0,2.1718,2.1718,inf
30.000,0.0000,0,2.1707,2.1707,inf
30.100,0.0000,0,2.1777,2.1777,inf
30.200,0.0000,0,2.1693,2.1693,inf
30.300,0.0000,0,2.1663,2.1663,inf
30.400,0.0000,0,2.1725,2.1725,inf
30.500,0.0000,0,2.1745,2.1745,inf
30.600,0.0000,0,2.1714,2.1714,inf
30.700,0.0000,0,2.1729,2.1729,inf
30.800,0.0000,0,2.1679,2.1679,inf
30.900,0.0000,0,2.1778,2.1778,inf
31.000,0.0000,0,2.1699,2.1699,inf
31.100,0.0000,0,2.1785,2.1785,inf
31.200,0.0000,0,2.1821,2.1821,inf
31.300,0.0000,0,2.1765,2.1765,inf
31.400,0.0000,0,2.1839,2.1839,inf
31.500,0.0000,0,2.1699,2.1699,inf
31.600,0.0000,0,2.1771,2.1771,inf
31.700,0.0000,0,2.1739,2.1739,inf
31.800,0.0000,0,2.1691,2.1691,inf
31.900,0.0000,0,2.1695,2.1695,inf
32.000,0.0000,0,2.1736,2.1736,inf
32.100,0.0000,0,2.1842,2.1842,inf
32.200,0.0000,0,2.1713,2.1713,inf
32.300,0.0000,0,2.1778,2.1778,inf
32.400,0.0000,0,2.1726,2.1726,inf
32.500,0.0000,0,2.1740,2.1740,inf
32.600,0.0000,0,2.1767,2.1767,inf
32.700,0.0000,0,2.1764,2.1764,inf
32.800,0.0000,0,2.1602,2.1602,inf
32.900,0.0000,0,2.1648,2.1648,inf
33.000,0.0000,0,2.1702,2.1702,inf
33.100,0.0000,0,2.1827,2.1827,inf
33.200,0.0000,0,2.1734,2.1734,inf
33.300,0.0000,0,2.1835,2.1835,inf
33.400,0.0000,0,2.1767,2.1767,inf
33.500,0.0000,0,2.1629,2.1629,inf
33.600,0.0000,0,2.1719,2.1719,inf
33.700,0.0000,0,2.1803,2.1803,inf
33.800,0.0000,0,2.1786,2.1786,inf
33.900,0.0000,0,2.1712,2.1712,inf
34.000,0.0000,0,2.1824,2.1824,inf
34.100,0.0000,0,2.1816,2.1816,inf
34.200,0.0000,0,2.1764,2.1764,inf
34.300,0.0000,0,2.1781,2.1781,inf
34.400,0.0000,0,2.1773,2.1773,inf
34.500,0.0000,0,2.1754,2.1754,inf
34.600,0.0000,0,2.1694,2.1694,inf
34.700,0.0000,0,2.1741,2.1741,inf
34.800,0.0000,0,2.1650,2.1650,inf
34.900,0.0000,0,2.1819,2.1819,inf
35.100,0.0000,0,2.1733,2.1733,inf
35.200,0.0000,0,2.1716,2.1716,inf
35.300,0.0000,0,2.1765,2.1765,inf
35.400,0.0000,0,2.1757,2.1757,inf
35.500,0.0000,0,2.1814,2.1814,inf
35.600,0.0000,0,2.1743,2.1743,inf
35.700,0.0000,0,2.1551,2.1551,inf
35.800,0.0000,0,2.1806,2.1806,inf
35.900,0.0000,0,2.1759,2.1759,inf
36.000,0.0000,0,2.1798,2.1798,inf
36.100,0.0000,0,2.1747,2.1747,inf
36.200,0.0000,0,2.1648,2.1648,inf
36.300,0.0000,0,2.1769,2.1769,inf
36.400,0.0000,0,2.1760,2.1760,inf
36.500,0.0000,0,2.1778,2.1778,inf
36.600,0.0000,0,2.1686,2.1686,inf
36.700,0.0000,0,2.1770,2.1770,inf
36.800,0.0000,0,2.1765,2.1765,inf
36.900,0.0000,0,2.1731,2.1731,inf
37.000,0.0000,0,2.1783,2.1783,inf
37.100,0.0000,0,2.1667,2.1667,inf
37.200,0.0000,0,2.1789,2.1789,inf
37.300,0.0000,0,2.1803,2.1803,inf
37.400,0.0000,0,2.1654,2.1654,inf
37.500,0.0000,0,2.1764,2.1764,inf
37.600,0.0000,0,2.1779,2.1779,inf
37.700,0.0000,0,2.1645,2.1645,inf
37.800,0.0000,0,2.1710,2.1710,inf
37.900,0.0000,0,2.1755,2.1755,inf
38.000,0.0000,0,2.1782,2.1782,inf
38.100,0.0000,0,2.1799,2.1799,inf
38.200,0.0000,0,2.1598,2.1598,inf
38.300,0.0000,0,2.1746,2.1746,inf
38.400,0.0000,0,2.1684,2.1684,inf
38.500,0.0000,0,2.1704,2.1704,inf
38.600,0.0000,0,2.1717,2.1717,inf
38.700,0.0000,0,2.1784,2.1784,inf
38.800,0.0000,0,2.1845,2.1845,inf
38.900,0.0000,0,2.1800,2.1800,inf
39.000,0.0000,0,2.1724,2.1724,inf
39.100,0.0000,0,2.1742,2.1742,inf
39.200,0.0000,0,2.1816,2.1816,inf
39.300,0.0000,0,2.1676,2.1676,inf
39.400,0.0000,0,2.1798,2.1798,inf
39.500,0.0000,0,2.1714,2.1714,inf
39.600,0.0000,0,2.1707,2.1707,inf
39.700,0.0000,0,2.1745,2.1745,inf
39.800,0.0000,0,2.1839,2.1839,inf
39.900,0.0000,0,2.1824,2.1824,inf
40.000,0.0000,0,2.1798,2.1798,inf
40.100,0.0000,0,2.1781,2.1781,inf
40.200,0.0000,0,2.1761,2.1761,inf
40.300,0.0000,0,2.1819,2.1819,inf
40.400,0.0000,0,2.1635,2.1635,inf
40.500,0.0000,0,2.1721,2.1721,inf
40.600,0.0000,0,2.1739,2.1739,inf
40.700,0.0000,0,2.1803,2.1803,inf
40.800,0.0000,0,2.1812,2.1812,inf
40.900,0.0000,0,2.1664,2.1664,inf
41.000,0.0000,0,2.1790,2.1790,inf
41.100,0.0000,0,2.1805,2.1805,inf
41.200,0.0000,0,2.1736,2.1736,inf
41.300,0.0000,0,2.1810,2.1810,inf
41.400,0.0000,0,2.1713,2.1713,inf
41.500,0.0000,0,2.1785,2.1785,inf
41.600,0.0000,0,2.1790,2.1790,inf
41.700,0.0000,0,2.1820,2.1820,inf
41.800,0.0000,0,2.1788,2.1788,inf
41.900,0.0000,0,2.1777,2.1777,inf
42.000,0.0000,0,2.1841,2.1841,inf
42.100,0.0000,0,2.1814,2.1814,inf
42.200,0.0000,0,2.1785,2.1785,inf
42.300,0.0000,0,2.1822,2.1822,inf
42.400,0.0000,0,2.1841,2.1841,inf
42.500,0.0000,0,2.1681,2.1681,inf
42.600,0.0000,0,2.1779,2.1779,inf
42.700,0.0000,0,2.1647,2.1647,inf
42.800,0.0000,0,2.1721,2.1721,inf
42.900,0.0000,0,2.1716,2.1716,inf
43.000,0.0000,0,2.1743,2.1743,inf
43.100,0.0000,0,2.1802,2.1802,inf
43.200,0.0000,0,2.1726,2.1726,inf
43.300,0.0000,0,2.1791,2.1791,inf
43.400,0.0000,0,2.1761,2.1761,inf
43.500,0.0000,0,2.1718,2.1718,inf
43.600,0.0000,0,2.1725,2.1725,inf
43.700,0.0000,0,2.1789,2.1789,inf
43.800,0.0000,0,2.1779,2.1779,inf
43.900,0.0000,0,2.1702,2.1702,inf
44.000,0.0000,0,2.1699,2.1699,inf
44.100,0.0000,0,2.1815,2.1815,inf
44.200,0.0000,0,2.1735,2.1735,inf
44.300,0.0000,0,2.1713,2.1713,inf
44.400,0.0000,0,2.1733,2.1733,inf
44.500,0.0000,0,2.1719,2.1719,inf
44.600,0.0000,0,2.1693,2.1693,inf
44.700,0.0000,0,2.1812,2.1812,inf
44.800,0.0000,0,2.1839,2.1839,inf
44.900,0.0000,0,2.1723,2.1723,inf
45.100,0.0000,0,2.1763,2.1763,inf
45.200,0.0000,0,2.1817,2.1817,inf
45.300,0.0000,0,2.1703,2.1703,inf
45.400,0.0000,0,2.1768,2.1768,inf
45.500,0.0000,0,2.1754,2.1754,inf
45.600,0.0000,0,2.1809,2.1809,inf
45.700,0.0000,0,2.1770,2.1770,inf
45.800,0.0000,0,2.1676,2.1676,inf
45.900,0.0000,0,2.1814,2.1814,inf
46.000,0.0000,0,2.1748,2.1748,inf
46.100,0.0000,0,2.1690,2.1690,inf
46.200,0.0000,0,2.1787,2.1787,inf
46.300,0.0000,0,2.1763,2.1763,inf
46.400,0.0000,0,2.1779,2.1779,inf
46.500,0.0000,0,2.1817,2.1817,inf
46.600,0.0000,0,2.1782,2.1782,inf
46.700,0.0000,0,2.1750,2.1750,inf
46.800,0.0000,0,2.1812,2.1812,inf
46.900,0.0000,0,2.1863,2.1863,inf
47.000,0.0000,0,2.1724,2.1724,inf
47.100,0.0000,0,2.1755,2.1755,inf
47.200,0.0000,0,2.1766,2.1766,inf
47.300,0.0000,0,2.1844,2.1844,inf
47.400,0.0000,0,2.1807,2.1807,inf
47.500,0.0000,0,2.1779,2.1779,inf
47.600,0.0000,0,2.1573,2.1573,inf
47.700,0.0000,0,2.1783,2.1783,inf
47.800,0.0000,0,2.1844,2.1844,inf
47.900,0.0000,0,2.1823,2.1823,inf
48.000,0.0000,0,2.1838,2.1838,inf
48.100,0.0000,0,2.1817,2.1817,inf
48.200,0.0000,0,2.1734,2.1734,inf
48.300,0.0000,0,2.1697,2.1697,inf
48.400,0.0000,0,2.1920,2.1920,inf
48.500,0.0000,0,2.1755,2.1755,inf
48.600,0.0000,0,2.1822,2.1822,inf
48.700,0.0000,0,2.1825,2.1825,inf
48.800,0.0000,0,2.1725,2.1725,inf
48.900,0.0000,0,2.1730,2.1730,inf
49.000,0.0000,0,2.1813,2.1813,inf
49.100,0.0000,0,2.1767,2.1767,inf
49.200,0.0000,0,2.1794,2.1794,inf
49.300,0.0000,0,2.1739,2.1739,inf
49.400,0.0000,0,2.1771,2.1771,inf
49.500,0.0000,0,2.1788,2.1788,inf
49.600,0.0000,0,2.1708,2.1708,inf
49.700,0.0000,0,2.1840,2.1840,inf
49.800,0.0000,0,2.1772,2.1772,inf
49.900,0.0000,0,2.1745,2.1745,inf
50.000,0.0000,0,2.1781,2.1781,inf
50.100,0.0000,0,2.1827,2.1827,inf
50.200,0.0000,0,2.1820,2.1820,inf
50.300,0.0000,0,2.1841,2.1841,inf
50.400,0.0000,0,2.1823,2.1823,inf
50.500,0.0000,0,2.1806,2.1806,inf
50.600,0.0000,0,2.1816,2.1816,inf
50.700,0.0000,0,2.1795,2.1795,inf
50.800,0.0000,0,2.1780,2.1780,inf
50.900,0.0000,0,2.1825,2.1825,inf
51.000,0.0000,0,2.1814,2.1814,inf
51.100,0.0000,0,2.1806,2.1806,inf
51.200,0.0000,0,2.1774,2.1774,inf
51.300,0.0000,0,2.1788,2.1788,inf
51.400,0.0000,0,2.1718,2.1718,inf
51.500,0.0000,0,2.1896,2.1896,inf
51.600,0.0000,0,2.1731,2.1731,inf
51.700,0.0000,0,2.1817,2.1817,inf
51.800,0.0000,0,2.1685,2.1685,inf
51.900,0.0000,0,2.1669,2.1669,inf
52.000,0.0000,0,2.1845,2.1845,inf
52.100,0.0000,0,2.1770,2.1770,inf
52.200,0.0000,0,2.1718,2.1718,inf
52.300,0.0000,0,2.1763,2.1763,inf
52.400,0.0000,0,2.1791,2.1791,inf
52.500,0.0000,0,2.1822,2.1822,inf
52.600,0.0000,0,2.1763,2.1763,inf
52.700,0.0000,0,2.1774,2.1774,inf
52.800,0.0000,0,2.1812,2.1812,inf
52.900,0.0000,0,2.1698,2.1698,inf
53.000,0.0000,0,2.1799,2.1799,inf
53.100,0.0000,0,2.1775,2.1775,inf
53.200,0.0000,0,2.1749,2.1749,inf
53.300,0.0000,0,2.1801,2.1801,inf
53.400,0.0000,0,2.1805,2.1805,inf
53.500,0.0000,0,2.1761,2.1761,inf
53.600,0.0000,0,2.1790,2.1790,inf
53.700,0.0000,0,2.1844,2.1844,inf
53.800,0.0000,0,2.1752,2.1752,inf
53.900,0.0000,0,2.1865,2.1865,inf
54.000,0.0000,0,2.1816,2.1816,inf
54.100,0.0000,0,2.1741,2.1741,inf
54.200,0.0000,0,2.1851,2.1851,inf
54.300,0.0000,0,2.1683,2.1683,inf
54.400,0.0000,0,2.1723,2.1723,inf
54.500,0.0000,0,2.1752,2.1752,inf
54.600,0.0000,0,2.1862,2.1862,inf
54.700,0.0000,0,2.1834,2.1834,inf
54.800,0.0000,0,2.1787,2.1787,inf
54.900,0.0000,0,2.1709,2.1709,inf
55.100,0.0000,0,2.1823,2.1823,inf
55.200,0.0000,0,2.1809,2.1809,inf
55.300,0.0000,0,2.1812,2.1812,inf
55.400,0.0000,0,2.1785,2.1785,inf
55.500,0.0000,0,2.1777,2.1777,inf
55.600,0.0000,0,2.1808,2.1808,inf
55.700,0.0000,0,2.1697,2.1697,inf
55.800,0.0000,0,2.1885,2.1885,inf
55.900,0.0000,0,2.1878,2.1878,inf
56.000,0.0000,0,2.1800,2.1800,inf
56.100,0.0000,0,2.1739,2.1739,inf
56.200,0.0000,0,2.1756,2.1756,inf
56.300,0.0000,0,2.1851,2.1851,inf
56.400,0.0000,0,2.1803,2.1803,inf
56.500,0.0000,0,2.1792,2.1792,inf
56.600,0.0000,0,2.1827,2.1827,inf
56.700,0.0000,0,2.1824,2.1824,inf
56.800,0.0000,0,2.1797,2.1797,inf
56.900,0.0000,0,2.1845,2.1845,inf
57.000,0.0000,0,2.1804,2.1804,inf
57.100,0.0000,0,2.1835,2.1835,inf
57.200,0.0000,0,2.1755,2.1755,inf
57.300,0.0000,0,2.1768,2.1768,inf
57.400,0.0000,0,2.1814,2.1814,inf
57.500,0.0000,0,2.1878,2.1878,inf
57.600,0.0000,0,2.1807,2.1807,inf
57.700,0.0000,0,2.1732,2.1732,inf
57.800,0.0000,0,2.1789,2.1789,inf
57.900,0.0000,0,2.1823,2.1823,inf
58.000,0.0000,0,2.1879,2.1879,inf
58.100,0.0000,0,2.1769,2.1769,inf
58.200,0.0000,0,2.1874,2.1874,inf
58.300,0.0000,0,2.1843,2.1843,inf
58.400,0.0000,0,2.1840,2.1840,inf
58.500,0.0000,0,2.1807,2.1807,inf
58.600,0.0000,0,2.1710,2.1710,inf
58.700,0.0000,0,2.1694,2.1694,inf
58.800,0.0000,0,2.1771,2.1771,inf
58.900,0.0000,0,2.1812,2.1812,inf
59.000,0.0000,0,2.1822,2.1822,inf
59.100,0.0000,0,2.1831,2.1831,inf
59.200,0.0000,0,2.1757,2.1757,inf
59.300,0.0000,0,2.1882,2.1882,inf
59.400,0.0000,0,2.1707,2.1707,inf
59.500,0.0000,0,2.1846,2.1846,inf
59.600,0.0000,0,2.1796,2.1796,inf
59.700,0.0000,0,2.1743,2.1743,inf
59.800,0.0000,0,2.1821,2.1821,inf
59.900,0.0000,0,2.1859,2.1859,inf
60.000,0.0000,0,2.1812,2.1812,inf
60.100,0.0000,0,2.1808,2.1808,inf
60.200,0.0000,0,2.1815,2.1815,inf
60.300,0.0000,0,2.1781,2.1781,inf
60.400,0.0000,0,2.1819,2.1819,inf
60.500,0.0000,0,2.1881,2.1881,inf
60.600,0.0000,0,2.1847,2.1847,inf
60.700,0.0000,0,2.1830,2.1830,inf
60.800,0.0000,0,2.1760,2.1760,inf
60.900,0.0000,0,2.1806,2.1806,inf
61.000,0.0000,0,2.1758,2.1758,inf
61.100,0.0000,0,2.1762,2.1762,inf
61.200,0.0000,0,2.1800,2.1800,inf
61.300,0.0000,0,2.1801,2.1801,inf
61.400,0.0000,0,2.1753,2.1753,inf
61.500,0.0000,0,2.1861,2.1861,inf
61.600,0.0000,0,2.1865,2.1865,inf
61.700,0.0000,0,2.1845,2.1845,inf
61.800,0.0000,0,2.1831,2.1831,inf
61.900,0.0000,0,2.1800,2.1800,inf
62.000,0.0000,0,2.1627,2.1627,inf
62.100,0.0000,0,2.1623,2.1623,inf
62.200,0.0000,0,2.1811,2.1811,inf
62.300,0.0000,0,2.1820,2.1820,inf
62.400,0.0000,0,2.1798,2.1798,inf
62.500,0.0000,0,2.1789,2.1789,inf
62.600,0.0000,0,2.1796,2.1796,inf
62.700,0.0000,0,2.1916,2.1916,inf
62.800,0.0000,0,2.1820,2.1820,inf
62.900,0.0000,0,2.1719,2.1719,inf
63.000,0.0000,0,2.1873,2.1873,inf
63.100,0.0000,0,2.1852,2.1852,inf
63.200,0.0000,0,2.1686,2.1686,inf
63.300,0.0000,0,2.1832,2.1832,inf
63.400,0.0000,0,2.1831,2.1831,inf
63.500,0.0000,0,2.1829,2.1829,inf
63.600,0.0000,0,2.1776,2.1776,inf
63.700,0.0000,0,2.1764,2.1764,inf
63.800,0.0000,0,2.1864,2.1864,inf
63.900,0.0000,0,2.1933,2.1933,inf
64.000,0.0000,0,2.1812,2.1812,inf
64.100,0.0000,0,2.1772,2.1772,inf
64.200,0.0000,0,2.1795,2.1795,inf
64.300,0.0000,0,2.1788,2.1788,inf
64.400,0.0000,0,2.1841,2.1841,inf
64.500,0.0000,0,2.1857,2.1857,inf
64.600,0.0000,0,2.1852,2.1852,inf
64.700,0.0000,0,2.1856,2.1856,inf
64.800,0.0000,0,2.1888,2.1888,inf
64.900,0.0000,0,2.1850,2.1850,inf
65.100,0.0000,0,2.1740,2.1740,inf
65.200,0.0000,0,2.1803,2.1803,inf
65.300,0.0000,0,2.1918,2.1918,inf
65.400,0.0000,0,2.1846,2.1846,inf
65.500,0.0000,0,2.1795,2.1795,inf
65.600,0.0000,0,2.1776,2.1776,inf
65.700,0.0000,0,2.1855,2.1855,inf
65.800,0.0000,0,2.1691,2.1691,inf
65.900,0.0000,0,2.1838,2.1838,inf
66.000,0.0000,0,2.1804,2.1804,inf
66.100,0.0000,0,2.1815,2.1815,inf
66.200,0.0000,0,2.1725,2.1725,inf
66.300,0.0000,0,2.1881,2.1881,inf
66.400,0.0000,0,2.1833,2.1833,inf
66.500,0.0000,0,2.1776,2.1776,inf
66.600,0.0000,0,2.1704,2.1704,inf
66.700,0.0000,0,2.1828,2.1828,inf
